telepathy-kde-meta 16.04-1
telepathy-kde-send-file 16.04.0-1
telepathy-kde-text-ui 16.04.0-1
telepathy-logger 0.8.2-1
telepathy-logger-qt 15.04.0-2
telepathy-mission-control 5.16.3-1
telepathy-qt4 0.9.6.1-2
telepathy-qt5 0.9.6.1-2
tesseract 3.04.00-5
tevent 0.9.28-1
texinfo 6.1-1
texlive-bin 2015.37497-11
texlive-core 2015.38835-1
thin-provisioning-tools 0.6.1-2
threadweaver 5.21.0-1
thunar 1.6.10-2
thunar-archive-plugin 0.3.1-5
thunar-media-tags-plugin 0.2.1-2
thunar-volman 0.8.1-1
thunderbird 45.0-1
tidy 5.0.0-2
timidity++ 2.14.0-7
totem 3.20.1-1
totem-plparser 3.10.6-1
tracker 1.8.0-2
tree 1.7.0-1
tslib 1.1-1
ttf-anonymous-pro 1.003-2
ttf-arphic-ukai 0.2.20080216.1-5
ttf-arphic-uming 0.2.20080216.1-5
ttf-baekmuk 2.2-9
ttf-bitstream-vera 1.10-10
ttf-cheapskate 2.0-10
ttf-croscore 20151224-2
ttf-dejavu 2.35-1
ttf-droid 20121017-4
ttf-fira-mono 2:3.206-1
ttf-fira-sans 1:4.202-1
ttf-freebanglafont 20130212-2
ttf-freefont 20120503-4
ttf-gentium 1.03-3
ttf-hack 2.019-2
ttf-hanazono 20160201-1
ttf-hannom 2005-4
ttf-inconsolata 20151221.480630d-1
ttf-indic-otf 0.2-8
ttf-ionicons 2.0.1-1
ttf-junicode 0.7.8-3
ttf-khmer 5.0-5
ttf-liberation 2.00.1-6
ttf-linux-libertine 5.3.0-3
ttf-linux-libertine-g 20120116-3
ttf-mph-2b-damase 001.000.4.dfsg.2-6
ttf-oxygen 1:5.4.3-1
ttf-sazanami 20040629-9
ttf-symbola 8.00-1
ttf-tibetan-machine 1.901-7
ttf-tlwg 0.6.1-2
ttf-ubraille 001.000-8
ttf-ubuntu-font-family 0.83-1
tumbler 0.1.31-1
tzdata 2016d-1
udisks2 2.1.7-1
umbrello 16.04.0-1
unibilium 1.2.0-1
unixodbc 2.3.4-1
unpaper 6.1-3
unrar 1:5.3.11-1
unzip 6.0-12
upower 0.99.4-2
urlgrabber 3.10.1-2
usbmuxd 1.1.0-2
usbredir 0.7-1
usbutils 008-1
user-manager 5.6.3-1
util-linux 2.28-1
v4l-utils 1.10.0-1
vala 0.32.0-1
valgrind 3.11.0-3
vde2 2.3.2-8
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
vile 9.8_q-2
vinagre 3.20.1-1
vino 3.20.1-1
virt-install 1.3.2-4
virt-manager 1.3.2-4
virtualbox 5.0.18-1
virtualbox-host-dkms 5.0.18-1
virtualgl 2.5-2
vlc 2.2.2-4
vte 0.28.2-7
vte-common 0.44.1-1
vte3 0.44.1-1
vtk 7.0.0-2
vtk6 6.3.0-2
warzone2100 3.1.5-1
wavpack 4.75.2-1
wayland 1.10.0-1
wayland-protocols 1.3-1
wcslib 5.14-1
webkit2gtk 2.12.1-1
webkitgtk 2.4.11-1
webkitgtk2 2.4.11-1
webrtc-audio-processing 0.1-3
wget 1.17.1-1
which 2.21-1
whois 5.2.11-1
wildmidi 0.3.8-1
wine 1.9.8-1
wine-mono 4.6.0-1
winetricks 20160329-1
wkhtmltopdf 0.12.3-1
wmctrl 1.07-4
wpa_supplicant 1:2.5-3
wxgtk 3.0.2-5
x265 1.9-1
xalan-c 1:1.11-1
xapian-core 1:1.2.22-1
xbitmaps 1.1.1-3
xcb-proto 1.11-2
xcb-util 0.4.0-1
xcb-util-cursor 0.1.2-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xclip 0.12.git.20160201-1
xcur2png 0.7.1-4
xdg-user-dirs 0.15-4
xdg-user-dirs-gtk 0.10-2
xdg-utils 1.1.1-2
xdotool 3.20150503.1-1
xerces-c 3.1.3-1
xextproto 7.3.0-1
xf86-input-evdev 2.10.1-3
xf86-input-joystick 1.6.2-6
xf86-input-keyboard 1.8.1-2
xf86-input-libinput 0.18.0-1
xf86-input-mouse 1.9.1-2
xf86-input-synaptics 1.8.3-2
xf86-input-vmmouse 13.1.0-2
xf86-input-void 1.4.1-2
xf86-video-amdgpu 1.1.0-1
xf86-video-ark 0.7.5-7
xf86-video-ati 1:7.7.0-1
xf86-video-dummy 0.3.7-5
xf86-video-fbdev 0.4.4-5
xf86-video-glint 1.2.8-7
xf86-video-i128 1.3.6-7
xf86-video-intel 1:2.99.917+636+g562ae1f-1
xf86-video-mach64 6.9.5-2
xf86-video-neomagic 1.2.9-2
xf86-video-nv 2.1.20-7
xf86-video-openchrome 0.4.0-1
xf86-video-r128 6.10.1-1
xf86-video-savage 2.3.8-2
xf86-video-siliconmotion 1.7.8-2
xf86-video-sis 0.10.8-2
xf86-video-tdfx 1.4.5-7
xf86-video-trident 1.3.7-2
xf86-video-vesa 2.3.4-2
xf86-video-vmware 13.1.0-3
xf86-video-voodoo 1.2.5-7
xf86dgaproto 2.1-3
xf86driproto 2.1.1-3
xf86vidmodeproto 2.3.1-3
xfburn 0.5.4-2
xfce4-appfinder 4.12.0-3
xfce4-artwork 0.1.1a_git20110420-4
xfce4-battery-plugin 1.0.5-4
xfce4-clipman-plugin 1.2.6-2
xfce4-cpufreq-plugin 1.1.2-1
xfce4-cpugraph-plugin 1.0.5-3
xfce4-datetime-plugin 0.6.2-4
xfce4-dict 0.7.1-1
xfce4-diskperf-plugin 2.5.5-1
xfce4-eyes-plugin 4.4.4-1
xfce4-fsguard-plugin 1.0.2-4
xfce4-genmon-plugin 3.4.0-3
xfce4-mailwatch-plugin 1.2.0-6
xfce4-mixer 4.11.0-2
xfce4-mount-plugin 0.6.7-3
xfce4-mpc-plugin 0.4.5-1
xfce4-netload-plugin 1.2.4-2
xfce4-notes-plugin 1.8.1-1
xfce4-notifyd 0.2.4-2
xfce4-panel 4.12.0-1
xfce4-power-manager 1.4.4-1
xfce4-screenshooter 1.8.2-2
xfce4-sensors-plugin 1.2.6-2
xfce4-session 4.12.1-3
xfce4-settings 4.12.0-3
xfce4-smartbookmark-plugin 0.4.6-1
xfce4-systemload-plugin 1.1.2-2
xfce4-taskmanager 1.1.0-1
xfce4-terminal 0.6.3-2
xfce4-time-out-plugin 1.0.2-1
xfce4-timer-plugin 1.6.0-3
xfce4-verve-plugin 1.1.0-1
xfce4-wavelan-plugin 0.5.12-1
xfce4-weather-plugin 0.8.6-1
xfce4-whiskermenu-plugin 1.5.3-1
xfce4-xkb-plugin 0.7.1-2
xfconf 4.12.0-2
xfdesktop 4.12.3-1
xfsprogs 4.3.0-1
xfwm4 4.12.3-1
xfwm4-themes 4.10.0-2
xineramaproto 1.2.1-3
xkeyboard-config 2.17-2
xmlto 0.0.28-1
xmms2 0.8DrO_o.919.gece0baf-3
xorg-bdftopcf 1.0.5-1
xorg-docs 1.7.1-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-100dpi 1.0.3-2
xorg-fonts-75dpi 1.0.3-2
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.18.3-1
xorg-server-common 1.18.3-1
xorg-server-devel 1.18.3-1
xorg-server-xdmx 1.18.3-1
xorg-server-xephyr 1.18.3-1
xorg-server-xnest 1.18.3-1
xorg-server-xvfb 1.18.3-1
xorg-server-xwayland 1.18.3-1
xorg-sessreg 1.1.0-1
xorg-setxkbmap 1.3.1-1
xorg-smproxy 1.0.6-1
xorg-util-macros 1.19.0-1
xorg-x11perf 1.6.0-1
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xcmsdb 1.0.5-1
xorg-xcursorgen 1.0.6-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-1
xorg-xev 1.2.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.3.1-1
xorg-xkbevd 1.1.4-1
xorg-xkbutils 1.0.4-2
xorg-xkill 1.0.4-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xpr 1.0.4-2
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwd 1.0.6-1
xorg-xwininfo 1.1.3-1
xorg-xwud 1.0.4-2
xproto 7.0.28-1
xsane 0.999-1
xsane-gimp 0.999-1
xterm 324-1
xtrans 1.3.5-1
xvidcore 1.3.4-1
xz 5.2.2-1
yajl 2.1.0-1
yakuake 3.0.2-2
yasm 1.3.0-1
yelp 3.20.1-1
yelp-tools 3.18.0-1
yelp-xsl 3.20.1-1
zeitgeist 0.9.16-1
zenity 3.20.0-1
zeromq 4.1.4-1
zile 2.4.11-3
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1.2.8-4
zn_poly 0.9-3
zsh 5.2-1
zvbi 0.2.35-1
zziplib 0.13.62-2
